"Invoice_Number","Sales_Order_Number","Customer_Number","invoice_date","Invoice_Amount","Payment_Status","payment_date","Payment_Amount","Created_By","created_on","Approved_By","approved_on"
"173640040260","000008179349","0250450",2014-10-08,28548.41,"Paid",2016-01-21,28548.41,"0000126677",2014-10-08,"0000125235",2014-10-14
"173640040261","000008179350","0263629",2014-09-30,27071.21,"Paid",2014-12-28,27071.21,"0000127199",2014-09-30,"0000125235",2014-10-08
"173640040262","000008179351","0260417",2014-10-07,16916.63,"Paid",2014-11-10,16916.63,"0000125913",2014-10-07,"0000125235",2014-10-13
"173640040263","000008179352","0251056",2014-09-29,21369.42,"Paid",2014-10-06,0,"0000125170",2014-09-29,"0000125235",2014-10-01
"173640040264","000008179353","0242414",2014-10-08,18910.12,"Paid",2014-10-09,18910.12,"0000126932",2014-10-08,"0000125235",2014-10-12
"173640040265","000008179354","0243520",2014-10-06,18811.97,"Paid",2014-11-12,18811.97,"0000127561",2014-10-06,"0000125235",2014-10-13
"173640040266","000008179355","0234420",2014-10-01,3715.07,"Paid",2014-10-08,0,"0000126677",2014-10-01,"0000125235",2014-10-06
"173640040267","000008179356","0255852",2014-10-07,14007.5,"Paid",2014-12-09,14007.5,"0000125493",2014-10-07,"0000124928",2014-10-14
"173640040268","000008179357","0243442",2014-10-08,5701.53,"Paid",2015-01-19,5701.53,"0000125640",2014-10-08,"0000125235",2014-10-11
"173640040269","000008179358","0236771",2014-09-28,3478.99,"Paid",2014-11-06,3478.99,"0000125548",2014-09-28,"0000124928",2014-10-07
"173640040270","000008179359","0257044",2014-10-05,3596.68,"Paid",2014-10-29,3596.68,"0000125913",2014-10-05,"0000125235",2014-10-08
"173640040271","000008179360","0263362",2014-10-01,2816.04,"Paid",2014-10-19,2816.04,"0000125640",2014-10-01,"0000125235",2014-10-08
"173640040272","000008179361","0243857",2014-09-30,2397.17,"Paid",2014-12-29,2397.17,"0000127205",2014-09-30,"0000125235",2014-10-07
"173640040273","000008179362","0259817",2014-10-08,16608.71,"Paid",2014-10-30,16608.71,"0000127199",2014-10-08,"0000125235",2014-10-11
"173640040274","000008179363","0259449",2014-10-14,831.25,"Paid",2014-11-20,831.25,"0000125548",2014-10-14,"0000125235",2014-10-22
"173640040275","000008179364","0240878",2014-10-01,3980.56,"Paid",2014-12-20,3980.56,"0000127662",2014-10-01,"0000124928",2014-10-06
"173640040276","000008179365","0257693",2014-10-01,14205.39,"Paid",2014-11-08,14205.39,"0000126613",2014-10-01,"0000124928",2014-10-06
"173640040277","000008179366","0255852",2014-10-14,10910.71,"Paid",2014-10-15,10910.71,"0000127561",2014-10-14,"0000124928",2014-10-15
"173640040278","000008179367","0255647",2014-10-08,1764.75,"Paid",2014-12-08,1764.75,"0000125935",2014-10-08,"0000125235",2014-10-13
"173640040279","000008179368","0262566",2014-10-07,30462.6,"Paid",2014-11-21,30462.6,"0000126677",2014-10-07,"0000125235",2014-10-08
"173640040280","000008179369","0234698",2014-10-04,26693.27,"Paid",2014-10-12,26693.27,"0000127561",2014-10-04,"0000124928",2014-10-05
"173640040281","000008179370","0244802",2014-10-11,21331.7,"Paid",2014-11-10,21331.7,"0000125170",2014-10-11,"0000124928",2014-10-13
"173640040282","000008179371","0236794",2014-10-01,31931.57,"Paid",2014-11-07,31931.57,"0000126932",2014-10-01,"0000125235",2014-10-06
"173640040283","000008179372","0249158",2014-10-18,21869.87,"Paid",2015-06-30,21869.87,"0000127199",2014-10-18,"0000124928",2014-10-21
"173640040284","000008179373","0239381",2014-10-01,24204.6,"Paid",2016-01-25,24204.6,"0000126613",2014-10-01,"0000125235",2014-10-05
"173640040285","000008179374","0255174",2014-10-05,24807.04,"Paid",2014-11-21,24807.04,"0000127662",2014-10-05,"0000124928",2014-10-07
"173640040286","000008179375","0262609",2014-10-04,25074.99,"Paid",2014-11-10,25074.99,"0000125493",2014-10-04,"0000124928",2014-10-05
"173640040287","000008179376","0263951",2014-10-08,15025.93,"Paid",2014-11-23,15025.93,"0000125170",2014-10-08,"0000124928",2014-10-13
"173640040288","000008179377","0255376",2014-10-01,16072.4,"Paid",2014-12-12,16072.4,"0000125935",2014-10-01,"0000124928",2014-10-05
"173640040289","000008179378","0260585",2014-10-01,16468.4,"Paid",2015-02-03,16468.4,"0000125640",2014-10-01,"0000125235",2014-10-05
"173640040290","000008179379","0243777",2014-10-01,15359.84,"Paid",2014-11-15,15359.84,"0000126677",2014-10-01,"0000125235",2014-10-08
"173640040291","000008179380","0252185",2014-10-08,14790.66,"Paid",2014-10-28,14790.66,"0000125170",2014-10-08,"0000125235",2014-10-13
"173640040292","000008179381","0249241",2014-10-13,11836.06,"Paid",2014-10-13,11836.06,"0000126613",2014-10-13,"0000125235",2014-10-14
"173640040293","000008179382","0248604",2014-10-12,14133.79,"Outstanding",1910-01-01,14133.79,"0000125935",2014-10-12,"0000125235",2014-10-14
"173640040294","000008179383","0236766",2014-10-08,6506.59,"Paid",2014-10-17,6506.59,"0000127199",2014-10-08,"0000125235",2014-10-11
"173640040295","000008179384","0245941",2014-10-04,7641.55,"Paid",2014-12-01,7641.55,"0000126613",2014-10-04,"0000124928",2014-10-08
"173640040296","000008179385","0241677",2014-10-07,6146.82,"Paid",2014-12-08,6146.82,"0000125493",2014-10-07,"0000124928",2014-10-11
"173640040297","000008179386","0262882",2014-10-07,2910.14,"Paid",2014-10-15,2910.14,"0000125493",2014-10-07,"0000125235",2014-10-13
"173640040298","000008179387","0246266",2014-10-08,9760.18,"Paid",2015-05-26,9760.18,"0000126677",2014-10-08,"0000125235",2014-10-15
"173640040299","000008179388","0257131",2014-10-01,5842.49,"Paid",2014-11-16,5842.49,"0000126932",2014-10-01,"0000125235",2014-10-04
"173640040300","000008179389","0240671",2014-10-01,4262.3,"Paid",2015-01-02,4262.3,"0000127205",2014-10-01,"0000124928",2014-10-07
"173640040301","000008179390","0259929",2014-10-13,7054.13,"Paid",2015-12-27,7054.13,"0000127205",2014-10-13,"0000125235",2014-10-19
"173640040302","000008179391","0245224",2014-10-05,7639.52,"Paid",2014-10-29,7639.52,"0000127561",2014-10-05,"0000125235",2014-10-13
"173640040303","000008179392","0260294",2014-10-08,9271.63,"Paid",2014-12-13,9271.63,"0000125493",2014-10-08,"0000125235",2014-10-12
"173640040304","000008179393","0238352",2014-10-01,6427.8,"Paid",2014-12-18,6427.8,"0000125935",2014-10-01,"0000125235",2014-10-05
"173640040305","000008179394","0254947",2014-10-20,8273.11,"Paid",2014-11-05,8273.11,"0000125435",2014-10-20,"0000125235",2014-10-26
"173640040306","000008179395","0235733",2014-10-13,1535.1,"Paid",2015-03-13,1535.1,"0000125935",2014-10-13,"0000124928",2014-10-15
"173640040307","000008179396","0243864",2014-10-06,1821.1,"Paid",2014-10-15,1821.1,"0000126692",2014-10-06,"0000125235",2014-10-14
"173640040308","000008179397","0236259",2014-10-05,6383.62,"Paid",2014-11-26,6383.62,"0000125493",2014-10-05,"0000124928",2014-10-13
"173640040309","000008179398","0234206",2014-10-01,2437.91,"Paid",2014-10-06,2437.91,"0000125913",2014-10-01,"0000125235",2014-10-04
"173640040310","000008179399","0241888",2014-10-04,4700.89,"Paid",2015-11-24,4700.89,"0000125913",2014-10-04,"0000124928",2014-10-06
"173640040311","000008179400","0253342",2014-10-15,6213.37,"Paid",2015-07-21,6213.37,"0000125548",2014-10-15,"0000124928",2014-10-19
"173640040312","000008179401","0245675",2014-10-07,6243.91,"Paid",2014-11-05,6243.91,"0000127662",2014-10-07,"0000124928",2014-10-12
"173640040313","000008179402","0248635",2014-10-05,1947.75,"Paid",2014-11-03,1947.75,"0000127561",2014-10-05,"0000124928",2014-10-08
"173640040314","000008179403","0237875",2014-10-06,1700.03,"Paid",2014-12-06,1700.03,"0000127199",2014-10-06,"0000125235",2014-10-08
"173640040315","000008179404","0235439",2014-10-12,2005.61,"Paid",2014-10-19,0,"0000127199",2014-10-12,"0000124928",2014-10-13
"173640040316","000008179405","0237261",2014-10-08,3131.23,"Paid",2014-10-19,3131.23,"0000125935",2014-10-08,"0000124928",2014-10-15
"173640040317","000008179406","0240654",2014-10-01,3640.71,"Paid",2014-11-29,3640.71,"0000125935",2014-10-01,"0000125235",2014-10-05
"173640040318","000008179407","0260662",2014-10-05,1019.7,"Paid",2014-10-07,1019.7,"0000127561",2014-10-05,"0000124928",2014-10-07
"173640040319","000008179408","0260816",2014-10-04,1877.7,"Paid",2016-01-19,1877.7,"0000126692",2014-10-04,"0000125235",2014-10-08
"173640040320","000008179409","0257545",2014-10-21,4299.3,"Paid",2016-01-18,4299.3,"0000127199",2014-10-21,"0000125235",2014-10-29
"173640040321","000008179410","0241646",2014-10-08,3161.07,"Paid",2015-01-06,3161.07,"0000127561",2014-10-08,"0000125235",2014-10-11
"173640040322","000008179411","0256734",2014-10-12,2826.14,"Paid",2014-11-19,2826.14,"0000125640",2014-10-12,"0000124928",2014-10-15
"173640040323","000008179412","0239179",2014-10-12,26213.84,"Paid",2014-11-21,26213.84,"0000125913",2014-10-12,"0000124928",2014-10-22
"173640040324","000008179413","0257005",2014-10-14,20022.21,"Paid",2014-11-16,20022.21,"0000125435",2014-10-14,"0000124928",2014-10-20
"173640040325","000008179414","0249975",2014-10-11,8227.52,"Paid",2014-11-19,8227.52,"0000126692",2014-10-11,"0000124928",2014-10-14
"173640040326","000008179415","0258840",2014-10-12,5672.06,"Paid",2014-11-16,5672.06,"0000126613",2014-10-12,"0000124928",2014-10-15
"173640040327","000008179416","0245594",2014-10-15,6297.43,"Paid",2014-11-17,6297.43,"0000125435",2014-10-15,"0000125235",2014-10-21
"173640040328","000008179417","0249382",2014-10-15,2412.83,"Paid",2014-10-22,0,"0000126692",2014-10-15,"0000124928",2014-10-22
"173640040329","000008179418","0252696",2014-10-05,27148.62,"Paid",2014-11-16,27148.62,"0000127561",2014-10-05,"0000125235",2014-10-06
"173640040330","000008179419","0239673",2014-10-05,9191.06,"Paid",2014-11-08,9191.06,"0000125913",2014-10-05,"0000124928",2014-10-08
"173640040331","000008179420","0240837",2014-10-06,3976.38,"Paid",2014-12-15,3976.38,"0000125170",2014-10-06,"0000124928",2014-10-13
"173640040332","000008179421","0253784",2014-10-08,9016.29,"Paid",2014-10-13,9016.29,"0000125435",2014-10-08,"0000124928",2014-10-11
"173640040333","000008179422","0257476",2014-10-07,4652.66,"Paid",2014-10-30,4652.66,"0000126692",2014-10-07,"0000125235",2014-10-13
"173640040334","000008179423","0244751",2014-10-07,2305.76,"Paid",2015-05-28,2305.76,"0000125640",2014-10-07,"0000125235",2014-10-08
"173640040335","000008179424","0256845",2014-10-13,4331.32,"Paid",2014-10-31,4331.32,"0000127205",2014-10-13,"0000124928",2014-10-22
"173640040336","000008179425","0250955",2014-10-13,1689.71,"Outstanding",1910-01-01,1689.71,"0000126932",2014-10-13,"0000124928",2014-10-15
"173640040337","000008179426","0252911",2014-10-22,17993.71,"Paid",2014-11-19,17993.71,"0000127199",2014-10-22,"0000124928",2014-10-26
"173640040338","000008179427","0250826",2014-10-08,14740.17,"Paid",2014-10-09,14740.17,"0000125548",2014-10-08,"0000125235",2014-10-13
"173640040339","000008179428","0256284",2014-10-20,10755.45,"Outstanding",1910-01-01,10755.45,"0000125913",2014-10-20,"0000124928",2014-10-21
"173640040340","000008179429","0243935",2014-10-14,28048.96,"Paid",2015-03-19,28048.96,"0000126677",2014-10-14,"0000125235",2014-10-15
"173640040341","000008179430","0239033",2014-10-12,27871.19,"Paid",2014-11-07,27871.19,"0000125493",2014-10-12,"0000125235",2014-10-13
"173640040342","000008179431","0250423",2014-10-19,18157.15,"Paid",2014-11-19,18157.15,"0000125548",2014-10-19,"0000124928",2014-10-27
"173640040343","000008179432","0252503",2014-10-14,25719.1,"Paid",2015-01-06,25719.1,"0000126932",2014-10-14,"0000124928",2014-10-18
"173640040344","000008179433","0254833",2014-10-13,29424.7,"Paid",2014-11-15,29424.7,"0000125913",2014-10-13,"0000124928",2014-10-15
"173640040345","000008179434","0238500",2014-10-22,21709.31,"Paid",2014-12-04,21709.31,"0000125913",2014-10-22,"0000124928",2014-10-29
"173640040346","000008179435","0258082",2014-10-07,22311.1,"Paid",2014-12-18,22311.1,"0000125935",2014-10-07,"0000125235",2014-10-11
"173640040347","000008179436","0258939",2014-10-07,19420.17,"Paid",2014-11-09,19420.17,"0000125435",2014-10-07,"0000124928",2014-10-11
"173640040348","000008179437","0237695",2014-10-15,13244.18,"Paid",2015-02-21,13244.18,"0000126692",2014-10-15,"0000124928",2014-10-19
"173640040349","000008179438","0238074",2014-10-14,18503.63,"Paid",2014-10-18,18503.63,"0000125170",2014-10-14,"0000124928",2014-10-21
"173640040350","000008179439","0259008",2014-10-07,10795.71,"Paid",2014-10-19,10795.71,"0000127205",2014-10-07,"0000124928",2014-10-08
"173640040351","000008179440","0256480",2014-10-07,13185.29,"Paid",2014-10-27,13185.29,"0000125548",2014-10-07,"0000125235",2014-10-08
"173640040352","000008179441","0249068",2014-10-13,10313.89,"Paid",2014-10-21,10313.89,"0000125548",2014-10-13,"0000124928",2014-10-19
"173640040353","000008179442","0244582",2014-10-04,11870.71,"Paid",2014-10-07,11870.71,"0000125640",2014-10-04,"0000124928",2014-10-05
"173640040354","000008179443","0258777",2014-10-15,7748,"Paid",2014-11-20,7748,"0000127199",2014-10-15,"0000125235",2014-10-19
"173640040355","000008179444","0249615",2014-10-07,6358.62,"Paid",2014-11-02,6358.62,"0000125435",2014-10-07,"0000124928",2014-10-11
"173640040356","000008179445","0236448",2014-10-14,8827.98,"Paid",2015-11-01,8827.98,"0000125548",2014-10-14,"0000125235",2014-10-20
"173640040357","000008179446","0247043",2014-10-13,6068.79,"Paid",2014-10-20,0,"0000125548",2014-10-13,"0000124928",2014-10-21
"173640040358","000008179447","0261085",2014-10-14,2448.3,"Paid",2014-10-21,0,"0000125913",2014-10-14,"0000125235",2014-10-21
"173640040359","000008179448","0238567",2014-10-07,6685.69,"Paid",2014-10-15,6685.69,"0000127561",2014-10-07,"0000125235",2014-10-08
"173640040360","000008179449","0236441",2014-10-08,4010.51,"Paid",2014-10-18,4010.51,"0000127205",2014-10-08,"0000125235",2014-10-12
"173640040361","000008179450","0234228",2014-10-15,1964.19,"Paid",2014-11-27,1964.19,"0000127205",2014-10-15,"0000125235",2014-10-22
"173640040362","000008179451","0240081",2014-10-07,1007.51,"Paid",2014-11-26,1007.51,"0000126613",2014-10-07,"0000124928",2014-10-15
"173640040363","000008179452","0234698",2014-10-18,26885.74,"Paid",2015-01-04,26885.74,"0000127205",2014-10-18,"0000124928",2014-10-20
"173640040364","000008179453","0261105",2014-10-21,27632.57,"Paid",2014-12-19,27632.57,"0000127662",2014-10-21,"0000125235",2014-10-28
"173640040365","000008179454","0237924",2014-10-14,26435.63,"Paid",2014-11-10,26435.63,"0000127205",2014-10-14,"0000125235",2014-10-21
"173640040366","000008179455","0235826",2014-10-15,27881.35,"Paid",2014-11-01,27881.35,"0000127205",2014-10-15,"0000125235",2014-10-22
"173640040367","000008179456","0238961",2014-10-12,26949.04,"Paid",2015-05-09,26949.04,"0000125935",2014-10-12,"0000124928",2014-10-22
"173640040368","000008179457","0261976",2014-10-12,22410.97,"Paid",2014-12-08,22410.97,"0000125640",2014-10-12,"0000124928",2014-10-14
"173640040369","000008179458","0236532",2014-10-21,25112.35,"Paid",2014-11-21,25112.35,"0000125640",2014-10-21,"0000124928",2014-10-27
"173640040370","000008179459","0263523",2014-10-22,26658.3,"Paid",2014-10-31,26658.3,"0000127205",2014-10-22,"0000125235",2014-10-27
"173640040371","000008179460","0245172",2014-10-08,32562.22,"Paid",2014-12-11,32562.22,"0000126932",2014-10-08,"0000125235",2014-10-11
"173640040372","000008179461","0259700",2014-10-11,21556.46,"Paid",2014-11-27,21556.46,"0000126692",2014-10-11,"0000124928",2014-10-13
"173640040373","000008179462","0253051",2014-10-19,23873.2,"Paid",2014-10-27,23873.2,"0000125548",2014-10-19,"0000125235",2014-10-27
"173640040374","000008179463","0257345",2014-10-15,30308.81,"Paid",2015-01-21,30308.81,"0000125548",2014-10-15,"0000125235",2014-10-22
"173640040375","000008179464","0255488",2014-10-14,16508.64,"Paid",2014-12-25,16508.64,"0000127561",2014-10-14,"0000124928",2014-10-19
"173640040376","000008179465","0250852",2014-10-18,18420.27,"Paid",2014-12-06,18420.27,"0000127199",2014-10-18,"0000124928",2014-10-22
"173640040377","000008179466","0264539",2014-10-12,18666.34,"Outstanding",1910-01-01,18666.34,"0000125548",2014-10-12,"0000124928",2014-10-14
"173640040378","000008179467","0243329",2014-10-14,15303.05,"Paid",2015-03-01,15303.05,"0000126677",2014-10-14,"0000125235",2014-10-15
"173640040379","000008179468","0247188",2014-10-19,18840.9,"Paid",2014-11-25,18840.9,"0000125935",2014-10-19,"0000125235",2014-10-29
"173640040380","000008179469","0241218",2014-10-22,18476.65,"Paid",2014-11-26,18476.65,"0000127561",2014-10-22,"0000124928",2014-10-25
"173640040381","000008179470","0263817",2014-10-18,11272.29,"Paid",2015-01-22,11272.29,"0000126613",2014-10-18,"0000124928",2014-10-21
"173640040382","000008179471","0251032",2014-10-08,19095.46,"Paid",2014-10-15,0,"0000125435",2014-10-08,"0000125235",2014-10-15
"173640040383","000008179472","0237510",2014-10-21,21659.4,"Paid",2015-11-29,21659.4,"0000125640",2014-10-21,"0000124928",2014-10-29
"173640040384","000008179473","0244495",2014-10-21,10581.61,"Paid",2014-12-20,10581.61,"0000125170",2014-10-21,"0000125235",2014-10-25
"173640040385","000008179474","0242178",2014-10-15,14541.37,"Paid",2014-10-27,14541.37,"0000125435",2014-10-15,"0000125235",2014-10-18
"173640040386","000008179475","0251879",2014-10-13,16972.16,"Paid",2014-10-15,16972.16,"0000125170",2014-10-13,"0000125235",2014-10-14
"173640040387","000008179476","0263818",2014-10-14,12495.11,"Paid",2015-01-14,12495.11,"0000127205",2014-10-14,"0000125235",2014-10-18
"173640040388","000008179477","0256482",2014-10-13,9118.6,"Paid",2015-01-20,9118.6,"0000126692",2014-10-13,"0000124928",2014-10-15
"173640040389","000008179478","0254377",2014-10-19,8890.6,"Paid",2014-10-18,8890.6,"0000125548",2014-10-19,"0000125235",2014-10-20
"173640040390","000008179479","0238669",2014-10-22,4848.08,"Paid",2014-11-09,4848.08,"0000126613",2014-10-22,"0000125235",2014-10-29
"173640040391","000008179480","0258734",2014-10-15,10569.39,"Paid",2014-11-27,10569.39,"0000126692",2014-10-15,"0000124928",2014-10-18
"173640040392","000008179481","0238144",2014-10-08,3448.51,"Paid",2014-10-15,0,"0000125435",2014-10-08,"0000125235",2014-10-15
"173640040393","000008179482","0252662",2014-10-13,6139.97,"Paid",2014-11-30,6139.97,"0000125935",2014-10-13,"0000125235",2014-10-14
"173640040394","000008179483","0241700",2014-10-12,7401.38,"Paid",2014-12-05,7401.38,"0000127561",2014-10-12,"0000124928",2014-10-15
"173640040395","000008179484","0260104",2014-10-08,5809.64,"Paid",2014-11-28,5809.64,"0000127199",2014-10-08,"0000125235",2014-10-13
"173640040396","000008179485","0241054",2014-10-08,1778.89,"Paid",2014-11-12,1778.89,"0000126692",2014-10-08,"0000124928",2014-10-14
"173640040397","000008179486","0240595",2014-10-21,2722.82,"Paid",2014-11-22,2722.82,"0000125170",2014-10-21,"0000124928",2014-10-22
"173640040398","000008179487","0250412",2014-10-15,4595.51,"Paid",2014-11-18,4595.51,"0000126932",2014-10-15,"0000125235",2014-10-18
"173640040399","000008179488","0247998",2014-10-12,6810.54,"Paid",2014-10-29,6810.54,"0000127199",2014-10-12,"0000124928",2014-10-13
"173640040400","000008179489","0243150",2014-10-19,4570.59,"Paid",2014-11-12,4570.59,"0000125640",2014-10-19,"0000125235",2014-10-29
"173640040401","000008179490","0243160",2014-10-11,2801.17,"Paid",2014-11-21,2801.17,"0000125913",2014-10-11,"0000124928",2014-10-13
"173640040402","000008179491","0260595",2014-10-08,8304.78,"Paid",2015-01-13,8304.78,"0000125170",2014-10-08,"0000125235",2014-10-12
"173640040403","000008179492","0236235",2014-10-20,6095.15,"Paid",2014-11-17,6095.15,"0000125548",2014-10-20,"0000124928",2014-10-27
"173640040404","000008179493","0242043",2014-10-12,2109.53,"Outstanding",1910-01-01,2109.53,"0000126677",2014-10-12,"0000125235",2014-10-13
"173640040405","000008179494","0251315",2014-10-19,2544.22,"Paid",2015-03-27,2544.22,"0000127199",2014-10-19,"0000124928",2014-10-20
"173640040406","000008179495","0239179",2014-10-21,21641.47,"Paid",2015-01-03,21641.47,"0000125493",2014-10-21,"0000125235",2014-10-25
"173640040407","000008179496","0239276",2014-10-21,28881.03,"Paid",2015-03-25,28881.03,"0000126932",2014-10-21,"0000124928",2014-10-25
"173640040408","000008179497","0239889",2014-10-28,19106.71,"Paid",2014-10-26,19106.71,"0000126613",2014-10-28,"0000125235",2014-11-01
"173640040409","000008179498","0248143",2014-10-18,27386.91,"Paid",2014-11-23,27386.91,"0000125548",2014-10-18,"0000124928",2014-10-19
"173640040410","000008179499","0256901",2014-10-22,22403.15,"Paid",2015-01-22,22403.15,"0000126932",2014-10-22,"0000124928",2014-10-26
"173640040411","000008179500","0244949",2014-10-15,25563.34,"Paid",2014-10-24,25563.34,"0000126613",2014-10-15,"0000125235",2014-10-20
"173640040412","000008179501","0237416",2014-10-12,20561.66,"Paid",2014-11-14,20561.66,"0000126692",2014-10-12,"0000125235",2014-10-14
"173640040413","000008179502","0263587",2014-10-26,14032.96,"Paid",2015-07-30,14032.96,"0000126692",2014-10-26,"0000125235",2014-11-02
"173640040414","000008179503","0263140",2014-10-26,18128.48,"Paid",2014-11-02,18128.48,"0000125435",2014-10-26,"0000125235",2014-10-27
"173640040415","000008179504","0247433",2014-10-18,20320.17,"Outstanding",1910-01-01,20320.17,"0000125493",2014-10-18,"0000124928",2014-10-21
"173640040416","000008179505","0245934",2014-10-20,11862.62,"Paid",2014-10-26,11862.62,"0000125170",2014-10-20,"0000125235",2014-10-21
"173640040417","000008179506","0259570",2014-10-22,11319.5,"Paid",2014-12-27,11319.5,"0000127205",2014-10-22,"0000125235",2014-10-25
"173640040418","000008179507","0253596",2014-10-20,14862.18,"Paid",2014-11-10,14862.18,"0000125640",2014-10-20,"0000125235",2014-10-29
"173640040419","000008179508","0259308",2014-10-21,17880.62,"Paid",2014-11-20,17880.62,"0000126932",2014-10-21,"0000124928",2014-10-28
"173640040420","000008179509","0261942",2014-10-26,12163.91,"Paid",2014-10-30,12163.91,"0000125548",2014-10-26,"0000125235",2014-10-27
"173640040421","000008179510","0237229",2014-10-20,15388.36,"Paid",2015-02-03,15388.36,"0000127199",2014-10-20,"0000125235",2014-10-28
"173640040422","000008179511","0253713",2014-10-14,10771.89,"Paid",2014-10-18,10771.89,"0000127199",2014-10-14,"0000124928",2014-10-22
"173640040423","000008179512","0259401",2014-10-14,8060.54,"Paid",2014-12-01,8060.54,"0000126613",2014-10-14,"0000125235",2014-10-18
"173640040424","000008179513","0257489",2014-10-13,8767.62,"Paid",2014-11-25,8767.62,"0000125548",2014-10-13,"0000124928",2014-10-15
"173640040425","000008179514","0243687",2014-10-22,6239.96,"Paid",2015-01-26,6239.96,"0000125548",2014-10-22,"0000124928",2014-10-25
"173640040426","000008179515","0259759",2014-10-25,6584.38,"Paid",2015-10-06,6584.38,"0000125493",2014-10-25,"0000124928",2014-10-26
"173640040427","000008179516","0241037",2014-10-19,5706.03,"Paid",2014-11-15,5706.03,"0000125170",2014-10-19,"0000125235",2014-10-22
"173640040428","000008179517","0242313",2014-10-14,4328.02,"Paid",2014-10-18,4328.02,"0000126613",2014-10-14,"0000125235",2014-10-19
"173640040429","000008179518","0256776",2014-10-18,4439.45,"Paid",2014-11-16,4439.45,"0000125435",2014-10-18,"0000125235",2014-10-19
"173640040430","000008179519","0245093",2014-10-27,2892.13,"Paid",2015-07-01,2892.13,"0000125493",2014-10-27,"0000125235",2014-11-03
"173640040431","000008179520","0251187",2014-10-14,3409,"Paid",2014-11-26,3409,"0000126677",2014-10-14,"0000125235",2014-10-22
"173640040432","000008179521","0236232",2014-10-29,2010.56,"Paid",2015-03-29,2010.56,"0000125435",2014-10-29,"0000125235",2014-11-02
"173640040433","000008179522","0261537",2014-10-21,3252.62,"Paid",2015-02-01,3252.62,"0000127205",2014-10-21,"0000125235",2014-10-22
"173640040434","000008179523","0260123",2014-10-25,2578.11,"Paid",2014-12-30,2578.11,"0000125640",2014-10-25,"0000125235",2014-10-26
"173640040435","000008179524","0235239",2014-10-21,2835.79,"Paid",2014-11-08,2835.79,"0000126692",2014-10-21,"0000124928",2014-10-26
"173640040436","000008179525","0236023",2014-10-21,1640.54,"Paid",2014-11-11,1640.54,"0000125170",2014-10-21,"0000125235",2014-10-29
"173640040437","000008179526","0236235",2014-10-20,3408.28,"Paid",2014-12-23,3408.28,"0000125935",2014-10-20,"0000124928",2014-10-26
"173640040438","000008179527","0250793",2014-10-22,2343.89,"Paid",2014-10-29,0,"0000126692",2014-10-22,"0000125235",2014-10-28
"173640040439","000008179528","0253792",2014-10-20,1631.02,"Paid",2014-11-02,1631.02,"0000126613",2014-10-20,"0000124928",2014-10-29
"173640040440","000008179529","0258906",2014-10-28,4194.13,"Paid",2014-11-03,4194.13,"0000125640",2014-10-28,"0000125235",2014-10-29
"173640040441","000008179530","0242719",2014-10-14,640.07,"Paid",2014-12-28,640.07,"0000127662",2014-10-14,"0000125235",2014-10-21
"173640040442","000008179531","0237399",2014-10-11,36713.57,"Paid",2014-10-18,0,"0000127205",2014-10-11,"0000125235",2014-10-12
"173640040443","000008179532","0245279",2014-10-20,27597.06,"Paid",2015-01-06,27597.06,"0000125493",2014-10-20,"0000124928",2014-10-26
"173640040444","000008179533","0252503",2014-10-15,27889.02,"Paid",2014-10-20,27889.02,"0000126613",2014-10-15,"0000125235",2014-10-18
"173640040445","000008179534","0260278",2014-10-13,4502.76,"Paid",2014-10-20,4502.76,"0000126692",2014-10-13,"0000125235",2014-10-20
"173640040446","000008179535","0238446",2014-10-15,8831.08,"Paid",2015-02-22,8831.08,"0000126677",2014-10-15,"0000125235",2014-10-22
"173640040447","000008179536","0246121",2014-10-14,1741.39,"Paid",2015-04-06,1741.39,"0000125170",2014-10-14,"0000124928",2014-10-19
"173640040448","000008179537","0262111",2014-10-21,25672.95,"Paid",2014-12-14,25672.95,"0000127561",2014-10-21,"0000124928",2014-10-22
"173640040449","000008179538","0260357",2014-10-18,24122.76,"Paid",2015-01-01,24122.76,"0000127561",2014-10-18,"0000124928",2014-10-20
"173640040450","000008179539","0249620",2014-10-18,14860.42,"Paid",2014-12-03,14860.42,"0000126613",2014-10-18,"0000125235",2014-10-21
"173640040451","000008179540","0251319",2014-10-21,1978.56,"Paid",2014-11-11,1978.56,"0000127662",2014-10-21,"0000124928",2014-10-25
"173640040452","000008179541","0245092",2014-10-21,32721.33,"Paid",2014-11-19,32721.33,"0000125170",2014-10-21,"0000125235",2014-10-26
"173640040453","000008179542","0258087",2014-10-13,32011.07,"Paid",2014-10-22,32011.07,"0000127561",2014-10-13,"0000125235",2014-10-15
"173640040454","000008179543","0236753",2014-10-13,19459.77,"Paid",2015-01-14,19459.77,"0000127561",2014-10-13,"0000125235",2014-10-14
"173640040455","000008179544","0236568",2014-10-20,29677.15,"Paid",2014-11-30,29677.15,"0000127199",2014-10-20,"0000124928",2014-10-29
"173640040456","000008179545","0257306",2014-10-15,22410,"Paid",2014-10-22,0,"0000127199",2014-10-15,"0000125235",2014-10-19
"173640040457","000008179546","0256669",2014-10-22,35586,"Paid",2014-11-19,35586,"0000125435",2014-10-22,"0000124928",2014-10-27
"173640040458","000008179547","0241092",2014-10-15,17359.89,"Paid",2014-11-26,17359.89,"0000126692",2014-10-15,"0000124928",2014-10-19
